충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
언양읍행정복지센터,주차장 내,울산광역시,연중휴무,00:00,24:00,Y,N,,1,0,N,울산광역시 울주군 언양읍 동문길 7,,지엔텔,1544-4279,35.569700,129.125844,2018-07-30,3730000,울산광역시 울주군,
온양읍행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 온양읍 남창1길 20,,지엔텔,1544-4279,35.419195,129.280721,2018-07-30,3730000,울산광역시 울주군,
웅촌면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 웅촌면 새초천길12,,지엔텔,1544-4279,35.461473,129.208385,2018-07-30,3730000,울산광역시 울주군,
두동면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 두동면 대밀길 28,,지엔텔,1544-4279,35.654568,129.201358,2018-07-30,3730000,울산광역시 울주군,
두서면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 두서면 반구대로 1817-11,,지엔텔,1544-4279,35.643610,129.158991,2018-07-30,3730000,울산광역시 울주군,
상북면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,2,0,N,울산광역시 울주군 상북면 도동신리로5,,지엔텔,1544-4279,35.594494,129.091956,2018-07-30,3730000,울산광역시 울주군,
삼남면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 삼남면 작괘들길 2,,지엔텔,1544-4279,35.537184,129.108940,2018-07-30,3730000,울산광역시 울주군,
삼동면행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 삼동면 삼동로 777,,지엔텔,1544-4279,35.522354,129.156924,2018-07-30,3730000,울산광역시 울주군,
청량읍행정복지센터,주차장 내,울산광역시,연중휴무,09:00,18:00,Y,N,,1,0,N,울산광역시 울주군 청량읍 신덕하3길5,,지엔텔,1544-4279,36.453759,126.806874,2018-07-30,3730000,울산광역시 울주군,
LG 베스트샵 범서점,주차장 내,울산광역시,연중휴무,00:00,24:00,Y,N,,1,0,N,울산광역시 울주군 범서읍 울밀로 2860,,포스코ICT,1600-4047,35.557973,129.260590,2018-07-30,3730000,울산광역시 울주군,
한전 서울산지사,주차장 내,울산광역시,연중휴무,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 울주군 삼남면 향교로 112,,한국전력,052-255-4234,35.557858,129.112787,2018-07-30,3730000,울산광역시 울주군,
언양휴게소(서울방향),주차장 내,울산광역시,연중휴무,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 울주군 언양읍 경부고속도로 44,,환경부(한국자동차환경협회),1661-9408,35.598159,129.141847,2018-07-30,3730000,울산광역시 울주군,
우진휴게소(온양),주차장 내,울산광역시,연중휴무,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 울주군 온양읍 남창로 905,,환경부(한국자동차환경협회),1661-9408,35.456341,129.289041,2018-07-30,3730000,울산광역시 울주군,
완속충전기(장훙군청),장흥군청 주차장,전라남도,"토요일,공휴일",09:00,18:00,Y,N,-,2,0,N,전라남도 장흥군 장흥읍 장흥로 21,전라남도 장흥군 장흥읍 건산리 715-11,장흥군(환경산림과),061-860-0322,34.682264,126.906913,2018-09-10,4910000,전라남도 장흥군,
급속충전기(장흥군청),장흥군청 주차장,전라남도,"토요일,공휴일",09:00,18:00,N,Y,-,0,1,N,전라남도 장흥군 장흥읍 장흥로 21,전라남도 장흥군 장흥읍 건산리 715-11,장흥군(환경산림과),061-860-0322,34.682264,126.906913,2018-09-10,4910000,전라남도 장흥군,
완속충전기(그린환경센터),장흥군청 주차장,전라남도,"토요일,공휴일",09:00,18:00,Y,N,-,1,0,N,전라남도 장흥군 부산면 덕정길 206,전라남도 장흥군 부산면 부춘리 94,장흥군(환경산림과),061-860-0322,34.709784,126.921127,2018-09-10,4910000,전라남도 장흥군,
완속충전기(우드랜드매표소),우드랜드 매표소,전라남도,연중무휴,09:00,18:00,Y,N,-,1,0,N,전라남도 장흥군 장흥읍 우드랜드길 142,전라남도 장흥군 장흥읍 우산리 4-2,장흥군(우드랜드),061-860-0422,34.672385,126.931468,2018-09-10,4910000,전라남도 장흥군,
완속충전기(우드랜드매표소),우드랜드 매표소,전라남도,연중무휴,09:00,18:00,Y,N,-,1,0,N,전라남도 장흥군 장흥읍 우산리 40-25,전라남도 장흥군 장흥읍 우산리 40-25,장흥군(우드랜드),061-860-0422,34.669151,126.931057,2018-09-10,4910000,전라남도 장흥군,
석풍휴게소,경상남도 산청군 신안면 산청대로 1169 석풍휴게소,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 신안면 산청대로 1169 석풍휴게소,경상남도 산청군 신안면 외송리 782-2,환경부(한국자동차환경협회),1661-9408,35.363327,127.918486,2019-03-18,5450000,경상남도 산청군,
한국전력공사 산청지사,경상남도 산청군 산청읍 웅석봉로 45 1층 주차장,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC4상, DC콤보",0,1,N,경상남도 산청군 산청읍 웅석봉로 45 1층 주차장,경상남도 산청군 산청읍 옥산리 157-11,한국전력공사,1899-2100,35.413358,127.8748696,2019-03-18,5450000,경상남도 산청군,
산청(하남)휴게소_고,경상남도 산청군 단성면 통영대전고속도로 76,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 단성면 통영대전고속도로 76,경상남도 산청군 단성면 방목리 344-4,환경부(한국자동차환경협회),1661-9408,35.3335157,127.9389940,2019-03-18,5450000,경상남도 산청군,
산청(통영)휴게소_고,경상남도 산청군 단성면 통영대전고속도로 77,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 단성면 통영대전고속도로 77,경상남도 산청군 단성면 방목리 366-3,환경부(한국자동차환경협회),1661-9408,35.3335299039,127.93702035,2019-03-18,5450000,경상남도 산청군,
동의보감촌 추차장,경상남도 산청군 금서면 동의보감로555번길 45-2,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 금서면 동의보감로555번길 45-2,경상남도 산청군 금서면 특리 1300-31,한국전력공사,1899-2100,35.4415686194,127.829630362,2019-03-18,5450000,경상남도 산청군,
산청실내체육관 주차장,경상남도 산청군 금서면 친환경로2631번길 39,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 금서면 친환경로2631번길 39,경상남도 산청군 금서면 매촌리 1,한국전력공사,1899-2100,35.4215669,127.8709311,2019-03-18,5450000,경상남도 산청군,
단성면 문화공원 주차장,경상남도 산청군 단성면 성내리 167,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,,경상남도 산청군 단성면 성내리 146,대영채비㈜,1522-2573,35.298470,127.960300,2019-03-18,5450000,경상남도 산청군,
산청군청민원주차장,경상남도 산청군 산청읍 산엔청로 1,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 산청읍 산엔청로 1,경상남도 산청군 산청읍 옥산리 465-3,대영채비㈜,1522-2573,35.4151331,127.8738813,2019-03-18,5450000,경상남도 산청군,
지리산국립공원 중산리주차장(상),경상남도 산청군 시천면 중산리 619-12,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,,경상남도 산청군 시천면 중산리 619-12,환경부(한국자동차환경협회),1661-9408,35.303870,127.748800,2019-03-18,5450000,경상남도 산청군,
지리산국립공원 중산리주차장(하),경상남도 산청군 시천면 중산리 501-4,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,,경상남도 산청군 시천면 중산리 501-4,환경부(한국자동차환경협회),1661-9408,35.337060,127.730600,2019-03-18,5450000,경상남도 산청군,
한전영도지사,남항남로9번길 61,부산광역시,-,09:00,18:00,Y,Y,DC차데모/AC3상/DC콤보,3,1,N,부산광역시 영도구 남항남로9번길 61(남항동2가),부산광역시 영도구 남항동2가 22-1 한국전력공사(영도지사),"중앙제어(급속1,완속1)/주식회사 에이에프티(완속3)",031-960-6008,35.0880982,129.0362564,2018-08-31,3280000,부산광역시 영도구,
동삼1 주민센터,중리로 44-1,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 중리로 44-1,부산광역시 영도구 동삼동 510-23 동삼1동주민센터,에버온,1661-7766,35.0749218,129.0684256,2018-08-31,3280000,부산광역시 영도구,
동삼3 주민센터,상리로 39,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 상리로 39(동삼동),부산광역시 영도구 동삼동 1123-9 동삼3동주민센터,에버온,1661-7766,35.0846709,129.0686778,2018-08-31,3280000,부산광역시 영도구,
청학2 주민센터,태종로 394,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 태종로 394(청학동),부산광역시 영도구 청학동 52-1 청학2동주민센터,에버온,1661-7766,35.0908999,129.0653511,2018-08-31,3280000,부산광역시 영도구,
어린이영어도서관(남항동주민센터),절영로 71,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 절영로 71(남항동2가),부산광역시 영도구 남항동2가 236-4 영도어린이영어도서관,에버온,1661-7766,35.0882819,129.0391177,2018-08-31,3280000,부산광역시 영도구,
신선동,하나길 317,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 하나길 317(신선동3가),부산광역시 영도구 신선동3가 84-3 신선동주민센터,에버온,1661-7766,35.0833894,129.0451756,2018-08-31,3280000,부산광역시 영도구,
봉래2동,태종로 165번길 1-8,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 태종로165번길 1-8(봉래동4가),부산광역시 영도구 봉래동4가 45-20 봉래2동주민센터,에버온,1661-7766,35.0942604,129.046206,2018-08-31,3280000,부산광역시 영도구,
대천휴게소(목표방향),충청남도 보령시 주교면 서해안고속도로199(주교리),충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 주교면 서해안고속도로199(주교리),충청남도 보령시 주교면 주교리 933-5,한국자동차환경협회,1661-9408,36.37303013,126.5557759,2018-12-06,4510000,충청남도 보령시,
대천휴게소(시흥방향),충청남도 보령시 주교면 서해안고속도로200(주교리),충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 주교면 서해안고속도로200(주교리),충청남도 보령시 주교면 주교리 897-1,한국자동차환경협회,1661-9408,36.37438562,126.5583251,2018-12-06,4510000,충청남도 보령시,
보령시청,충청남도 보령시 성주산로 77 보령시청 후문 왼편,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 성주산로 77,충청남도 보령시 명천동 269-4,한국자동차환경협회,1661-9408,36.33361111,126.6127615,2018-12-06,4510000,충청남도 보령시,
주교면 행정복지센터,충청남도 보령시 주교면 울계큰길 396,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,2,N,충청남도 보령시 주교면 울계큰길 396,충청남도 보령시 주교면 주교리 92-2 주교면사무소,한국자동차환경협회,1661-9408,36.39081366,126.5695472,2018-12-06,4510000,충청남도 보령시,
대천해수욕장 제1주차장,충청남도 보령시 신흑동 1437-3,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,2,N,충청남도 보령시 신흑동 1437-3,충청남도 보령시 신흑동 1437-3,한국자동차환경협회,1661-9408,36.30702396,126.520072,2018-12-06,4510000,충청남도 보령시,
머드광장,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,2,N,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽","충청남도 보령시 신흑동 2279, 입구 우측 안쪽",한국자동차환경협회,1661-9408,36.31674825,126.5135745,2018-12-06,4510000,충청남도 보령시,
무창포해수욕장 제6공영주차장,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,2,N,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측","충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",한국자동차환경협회,1661-9408,36.23866862,126.5310164,2018-12-06,4510000,충청남도 보령시,
주포면사무소,충청남도 보령시 주포면 보령읍성길 38-1,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,2,N,충청남도 보령시 주포면 보령읍성길 38-1,충청남도 보령시 주포면 보령리 425-1,한국자동차환경협회,1661-9408,36.41555969,126.5869559,2018-12-06,4510000,충청남도 보령시,
한국전력보령지사,충청남도 보령시 옥마로 60,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 옥마로 60,충청남도 보령시 명천동 58-7,한국전력보령지사,041-930-7232,36.33766786,126.6238061,2018-12-06,4510000,충청남도 보령시,
대천1동사무소,충청남도 보령시 대천로35 주차장(대천동 170-1),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 대천로 35 주차장(대천동 170-1),충청남도 보령시 대천동 170-1,지엔텔,1544-4279,36.35162628,126.5973467,2018-12-06,4510000,충청남도 보령시,
대천4동사무소,충청남도 보령시 보령남로 49 주차장(명천동 442-16),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 보령남로 49 주차장(명천동 442-16),충청남도 보령시 명천동 442-16,지엔텔,1544-4279,36.34059322,126.6009752,2018-12-06,4510000,충청남도 보령시,
대천5동사무소,충청남도 보령시 대천항로 204 주차장(신흑동 산221-19),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 대천항로 204 주차장(신흑동 산221-19),충청남도 보령시 신흑동 산 221-19,지엔텔,1544-4279,36.31705674,126.5151944,2018-12-06,4510000,충청남도 보령시,
주산면사무소,충청남도 보령시 주산면 충서로 389-6 주차장(야룡리 181-2),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 주산면 충서로 389-6 주차장(야룡리 181-2),충청남도 보령시 주산면 야룡리 181-2,지엔텔,1544-4279,36.19836994,126.6317052,2018-12-06,4510000,충청남도 보령시,
주포면사무소,충청남도 보령시 주포면 질재로 47-10 주차장(보령리 425-2),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 주포면 질재로 47-10 주차장(보령리 425-2),충청남도 보령시 주포면 보령리 425-2,지엔텔,1544-4279,36.41523608,126.5877868,2018-12-06,4510000,충청남도 보령시,
오천면사무소,충청남도 보령시 오천면 충청수영로 826 주차장(소성리 665-2),충청남도,연중무휴,00:00,23:59,Y,N,AC완속,1,,N,충청남도 보령시 오천면 충청수영로 826 주차장(소성리 665-2),충청남도 보령시 오천면 소성리 665-2,지엔텔,1544-4279,36.43839867,126.5224127,2018-12-06,4510000,충청남도 보령시,
궁촌동 쌈지주차장,충청남도 보령시 수청3길 29,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 수청3길 29,충청남도 보령시 궁촌동 43-2,한국자동차환경협회,1661-9408,36.34334849,126.5969269,2018-12-06,4510000,충청남도 보령시,
청라면사무소,충청남도 보령시 청라면 원모루길 223,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 청라면 원모루길 223,충청남도 보령시 청라면 나원리 928-1,한국자동차환경협회,1661-9408,36.39045436,126.6736037,2018-12-06,4510000,충청남도 보령시,
청라면 장현리보건지소,충청남도 보령시 청라면 오서산길 44,충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,충청남도 보령시 청라면 오서산길 44,충청남도 보령시 청라면 장현리 811-3,한국자동차환경협회,1661-9408,36.42052367,126.662801,2018-12-06,4510000,충청남도 보령시,
남부초 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 남부순환로163길 14,서울특별시 관악구 신림동 467,환경부 한국환경공단,032-590-3683,37.484849,126.922112,2018-08-17,3200000,서울특별시 관악구,
조원동 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 조원중앙로2길 19,서울특별시 관악구 신림동 571-6,환경부 한국환경공단,032-590-3683,37.481022,126.905682,2018-08-17,3200000,서울특별시 관악구,
서울대정문 옆 구거부지 급속충전소,서울대정문 옆 구거부지(서울대학교 버스정류장 옆),서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,서울특별시 관악구 신림동 799-3,서울특별시 관악구 신림동 799-3,환경부 한국환경공단,032-590-3683,37.466421,126.948761,2018-08-17,3200000,서울특별시 관악구,
보라매제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 봉천로21길 38,서울특별시 관악구 봉천동 산 110-4,환경부 한국환경공단,032-590-3683,37.488548,126.934524,2018-08-17,3200000,서울특별시 관악구,
신림동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 관천로 98,서울특별시 관악구 신림동 1456-3,환경부 한국환경공단,032-590-3683,37.487336,126.923392,2018-08-17,3200000,서울특별시 관악구,
난곡동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 난곡로34길 71,서울특별시 관악구 신림동 626-82,환경부 한국환경공단,032-590-3683,37.472221,126.923124,2018-08-17,3200000,서울특별시 관악구,
원신공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 양지길 63,서울특별시 관악구 신림동 366,환경부 한국환경공단,032-590-3683,37.483247,126.929021,2018-08-17,3200000,서울특별시 관악구,
여주시청,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 세종로 1,,한국전력공사,031-880-2237,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,2,0,N,경기도 여주시 세종로 1,,지엔텔,1544-4297,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로 1,,피엔이시스템즈(PNE),1661-6501,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
보건소,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 여흥로160번길 14,,한국자동차환경협회,1661-9408,37.29461194,127.6403966,2019-03-29,5700000,경기도 여주시,
청소년문화센터,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 신륵사길 6-8,,지엔텔,1544-4297,37.29995841,127.6534898,2019-03-29,5700000,경기도 여주시,
창동 공영주차장,창동공영주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로40번길 25,,피엔이시스템즈(PNE),1661-6501,37.2952936,127.6334566,2019-03-29,5700000,경기도 여주시,
한글시장 주차장,한글시장주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로 109번길 17(창동 48-5),,피엔이시스템즈(PNE),1661-6501,37.29727499,127.6360414,2019-03-29,5700000,경기도 여주시,
가남읍,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 태평중앙1길 20,,피엔이시스템즈(PNE),1661-6501,37.20165817,127.5448788,2019-03-29,5700000,경기도 여주시,
여흥동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로 148,,피엔이시스템즈(PNE),1661-6501,37.29496104,127.639628,2019-03-29,5700000,경기도 여주시,
중앙동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로11번길 26,,피엔이시스템즈(PNE),1661-6501,37.29869484,127.6289509,2019-03-29,5700000,경기도 여주시,
오학동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여양로 313,,피엔이시스템즈(PNE),1661-6501,37.30982612,127.6445098,2019-03-29,5700000,경기도 여주시,
대전월드컵경기장,대전광역시 유성구 월드컵대로 32 (월드컵대로 32),대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 월드컵대로 32 (월드컵대로 32),대전광역시 유성구 노은동 270번지,,,36.361955,127.323555,2018-08-30,3670000,대전광역시 유성구,
대전역사박물관,대전광역시 유성구 도안대로 398,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 도안대로 398,대전광역시 유성구 상대동 488번지,,,36.336967,127.335367,2018-08-30,3670000,대전광역시 유성구,
대전 유성구청 부설주차장,대전광역시 유성구 대학로 211,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 대학로 211,대전광역시 유성구 어은동 109번지,,,36.362589,127.356745,2018-08-30,3670000,대전광역시 유성구,
KT가정빌딩,대전광역시 유성구 가정로 168  입구 경비실 앞 주차장,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 가정로 168  입구 경비실 앞 주차장,대전광역시 유성구 가정동 138번지 입구경비실앞주차장,,,36.384328,127.362072,2018-08-30,3670000,대전광역시 유성구,
롯데마트 대덕테크노밸리점,대전광역시 유성구 관평동 887  옥외주차장 검품장 근처,대전광역시,"매월2,4주일요일",00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 관평동 887  옥외주차장 검품장 근처,대전광역시 유성구 관평동 887번지 옥외주차장검품장근처,,,36.426898,127.386907,2018-08-30,3670000,대전광역시 유성구,
현대자동차(반석점),대전광역시 유성구 반석동 665-2  전시장 뒤편 사무실 입구 주차장,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 반석동 665-2  전시장 뒤편 사무실 입구 주차장,대전광역시 유성구 반석동 665-2번지 전시장 뒤편 사무실 입구 주차장,,,36.394165,127.313846,2018-08-30,3670000,대전광역시 유성구,
롯데마트 노은점,대전광역시 유성구 하기동 519  지상4층 주차장 430기둥 옆,대전광역시,"매월2,4주일요일",00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 하기동 519  지상4층 주차장 430기둥 옆,대전광역시 유성구 하기동 519번지 주차장 지상4층  430호기둥 옆,,,36.384367,127.321545,2018-08-30,3670000,대전광역시 유성구,
대전테크노파크 주차장,대전광역시 유성구 테크노 9로 35  입구 국기계양대 왼쪽,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 테크노 9로 35  입구 국기계양대 왼쪽,대전광역시 유성구 탑립동 694번지 입구국기계양대 왼쪽,,,36.418998,127.407408,2018-08-30,3670000,대전광역시 유성구,
한국전력연구원,대전 유성구 문지동 103-22,대전광역시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 문지동 103-22,대전광역시 유성구 문지동 103-22번지,,,36.392392,127.392851,2018-08-30,3670000,대전광역시 유성구,
구즉동주민센터,대전광역시 유성구 구룡달전로 22 지상주차장(봉산동 294),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,대전광역시 유성구 구룡달전로 22 지상주차장(봉산동 294),대전광역시 유성구 봉산동 294번지 지상주차장,,,36.440615,127.383542,2018-08-30,3670000,대전광역시 유성구,
온천2동주민센터,대전광역시 유성구 장대로 120 지하주차장(장대동 40-2),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,대전광역시 유성구 장대로 120 지하주차장(장대동 40-2),대전광역시 유성구 장대동 40-2번지 지하주차장,,,36.365417,127.333409,2018-08-30,3670000,대전광역시 유성구,
노은2동주민센터,대전광역시 유성구 송림로 19번길 35 지하주차장(하기동 411-1),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,대전광역시 유성구 송림로 19번길 35 지하주차장(하기동 411-1),대전광역시 유성구 하기동 411-1번지 지하주차장,,,36.389473,127.320776,2018-08-30,3670000,대전광역시 유성구,
노은3동주민센터,대전광역시 유성구 지족동로 145 지하주차장(지족동 1024-2),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,대전광역시 유성구 지족동로 145 지하주차장(지족동 1024-2),대전광역시 유성구 지족동 1024-2번지 지하주차장,,,36.386822,127.307936,2018-08-30,3670000,대전광역시 유성구,
진잠동주민센터,대전광역시 유성구 원내로 5 지상주차장(원내동 213-4),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,대전광역시 유성구 원내로 5 지상주차장(원내동 213-4),대전광역시 유성구 원내동 213-4번지 지상주차장,,,36.299532,127.316634,2018-08-30,3670000,대전광역시 유성구,
한국과학기술원(KAIST),"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,3,0,N,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",대전광역시 유성구 구성동 23번지 한국과학기술원,,,36.368348,127.356842,2018-08-30,3670000,대전광역시 유성구,
계룡스파텔,"대전광역시 유성구 온천로 81 (봉명동, 계룡스파텔)",대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,3,0,N,"대전광역시 유성구 온천로 81 (봉명동, 계룡스파텔)",대전광역시 유성구 봉명동 539-1번지 계룡스파텔,,,36.355133,127.347881,2018-08-30,3670000,대전광역시 유성구,
한국지질자원연구원,"대전광역시 유성구 과학로 124 (가정동, 한국지질자원연구원)",대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,3,0,N,"대전광역시 유성구 과학로 124 (가정동, 한국지질자원연구원)",대전광역시 유성구 가정동 30번지 한국지질자원연구원,,,36.381059,127.357362,2018-08-30,3670000,대전광역시 유성구,
한국가스기술공사,대전광역시 유성구 대덕대로 1227 (봉산동 한국가스기술공사),대전광역시,연중무휴,00:00,24:00,Y,N,AC완속,2,0,N,대전광역시 유성구 대덕대로 1227 (봉산동 한국가스기술공사),대전광역시 유성구 봉산동 839번지 한국가스기술공사,,,36.436405,127.390245,2018-08-30,3670000,대전광역시 유성구,
